State,Week,Salesforce,Email,Website,TV,Meta,Instagram,Influencer,Year,Month,Quarter,Week_Number,Month_End,Quarter_End,Festival,Holiday,Sales
Himachal Pradesh,2023-02-20,1160,16490,24241,68,323328,370823,13,2023,2,1,8,False,False,0,0,496
Himachal Pradesh,2023-02-27,453,3803,49397,213,430819,663686,4,2023,2,1,9,True,False,0,0,518
Himachal Pradesh,2023-03-06,209,5738,40867,50,852681,512804,16,2023,3,1,10,False,False,0,0,510
Himachal Pradesh,2023-03-13,231,19083,36213,98,1310850,934116,1,2023,3,1,11,False,False,0,0,475
Himachal Pradesh,2023-03-20,616,10530,5972,117,1086478,681505,15,2023,3,1,12,False,False,0,0,513
Himachal Pradesh,2023-03-27,1318,12524,11182,241,777566,69719,11,2023,3,1,13,True,True,0,0,632
Himachal Pradesh,2023-04-03,223,10772,4859,88,237304,821855,5,2023,4,2,14,False,False,0,0,559
Himachal Pradesh,2023-04-10,611,5325,56775,224,375309,226427,1,2023,4,2,15,False,False,0,0,546
Himachal Pradesh,2023-04-17,297,18372,56861,272,636603,328943,14,2023,4,2,16,False,False,0,0,557
Himachal Pradesh,2023-04-24,1292,16948,8583,266,380622,456499,2,2023,4,2,17,True,False,0,0,529
Himachal Pradesh,2023-05-01,982,15392,7259,113,964040,241922,2,2023,5,2,18,False,False,0,0,507
Himachal Pradesh,2023-05-08,1087,8481,52536,66,538379,935431,13,2023,5,2,19,False,False,0,0,490
Himachal Pradesh,2023-05-15,1027,14542,36727,95,1155700,969617,11,2023,5,2,20,False,False,0,0,501
Himachal Pradesh,2023-05-22,960,21023,23430,221,410125,191291,2,2023,5,2,21,False,False,0,0,479
Himachal Pradesh,2023-05-29,1101,14681,42283,89,710174,346859,6,2023,5,2,22,True,False,0,0,553
Himachal Pradesh,2023-06-05,174,11430,18966,193,998083,394724,11,2023,6,2,23,False,False,0,0,530
Himachal Pradesh,2023-06-12,1212,6752,16607,130,327122,678830,11,2023,6,2,24,False,False,0,0,509
Himachal Pradesh,2023-06-19,1060,12026,27036,221,1060099,609495,6,2023,6,2,25,False,False,0,0,532
Himachal Pradesh,2023-06-26,1059,8868,59577,184,828254,685237,7,2023,6,2,26,True,True,0,0,562
Himachal Pradesh,2023-07-03,640,13875,51656,179,909907,73363,2,2023,7,3,27,False,False,0,0,461
Himachal Pradesh,2023-07-10,1134,2054,16109,224,654962,530272,1,2023,7,3,28,False,False,0,0,488
Himachal Pradesh,2023-07-17,627,5074,39002,265,1289335,243525,16,2023,7,3,29,False,False,0,0,504
Himachal Pradesh,2023-07-24,223,17547,58886,128,1073941,260110,4,2023,7,3,30,False,False,0,0,505
Himachal Pradesh,2023-07-31,1263,9056,63020,166,308517,776859,15,2023,7,3,31,True,False,0,0,501
Himachal Pradesh,2023-08-07,448,10149,51400,188,788360,177818,1,2023,8,3,32,False,False,1,1,492
Himachal Pradesh,2023-08-14,288,12467,12337,234,1247327,73778,16,2023,8,3,33,False,False,1,1,555
Himachal Pradesh,2023-08-21,917,10259,19229,155,423838,504717,7,2023,8,3,34,False,False,1,1,542
Himachal Pradesh,2023-08-28,447,16955,17866,130,763123,740062,13,2023,8,3,35,True,False,1,1,551
Himachal Pradesh,2023-09-04,1203,6227,13685,239,1050798,527339,14,2023,9,3,36,False,False,0,0,515
Himachal Pradesh,2023-09-11,701,16951,15199,264,415762,196629,6,2023,9,3,37,False,False,0,0,497
Himachal Pradesh,2023-09-18,169,5476,23879,175,738426,775605,12,2023,9,3,38,False,False,0,0,451
Himachal Pradesh,2023-09-25,1316,8845,38619,67,784922,405107,6,2023,9,3,39,True,True,0,0,589
Himachal Pradesh,2023-10-02,787,13385,28913,111,289361,715502,13,2023,10,4,40,False,False,1,1,558
Himachal Pradesh,2023-10-09,482,19617,30322,150,289445,235153,15,2023,10,4,41,False,False,1,1,489
Himachal Pradesh,2023-10-16,984,5960,19540,206,798255,906791,13,2023,10,4,42,False,False,1,1,487
Himachal Pradesh,2023-10-23,806,13376,13703,198,290998,312249,12,2023,10,4,43,False,False,1,1,473
Himachal Pradesh,2023-10-30,200,2442,65931,233,1306782,962434,6,2023,10,4,44,True,False,1,1,492
Himachal Pradesh,2023-11-06,1084,2676,41298,50,746389,400884,2,2023,11,4,45,False,False,1,1,489
Himachal Pradesh,2023-11-13,650,17141,18546,151,986281,732547,8,2023,11,4,46,False,False,1,1,442
Himachal Pradesh,2023-11-20,1012,16126,54295,206,578890,518945,2,2023,11,4,47,False,False,1,1,484
Himachal Pradesh,2023-11-27,1249,8968,55567,272,449420,116379,8,2023,11,4,48,True,False,1,1,536
Himachal Pradesh,2023-12-04,903,14120,63954,76,697181,136964,14,2023,12,4,49,False,False,1,1,564
Himachal Pradesh,2023-12-11,977,9046,14201,247,993352,427241,2,2023,12,4,50,False,False,1,1,506
Himachal Pradesh,2023-12-18,473,6894,43822,45,579783,226606,15,2023,12,4,51,False,False,1,1,534
Himachal Pradesh,2023-12-25,452,10114,64783,89,428040,619927,10,2023,12,4,52,True,True,1,1,716
Himachal Pradesh,2024-01-01,667,7617,54090,239,245049,174501,1,2024,1,1,1,False,False,1,1,497
Himachal Pradesh,2024-01-08,1196,18134,18291,226,771349,602324,12,2024,1,1,2,False,False,1,1,493
Himachal Pradesh,2024-01-15,799,9703,59411,268,952178,237785,1,2024,1,1,3,False,False,1,1,458
Himachal Pradesh,2024-01-22,586,7805,30375,183,750106,215645,10,2024,1,1,4,False,False,1,1,506
Himachal Pradesh,2024-01-29,1108,12305,34517,186,391458,391239,8,2024,1,1,5,True,False,1,1,511
Himachal Pradesh,2024-02-05,1197,16943,38807,167,381555,595465,12,2024,2,1,6,False,False,0,0,519
Himachal Pradesh,2024-02-12,1257,6819,51917,162,552716,421901,6,2024,2,1,7,False,False,0,0,521
Himachal Pradesh,2024-02-19,526,20736,11809,162,514203,374797,2,2024,2,1,8,False,False,0,0,543
Himachal Pradesh,2024-02-26,1023,10787,37617,111,323974,365853,7,2024,2,1,9,True,False,0,0,532
Himachal Pradesh,2024-03-04,879,14912,54716,241,1298679,364624,13,2024,3,1,10,False,False,0,0,526
Himachal Pradesh,2024-03-11,708,21106,38187,126,490273,425907,15,2024,3,1,11,False,False,0,0,480
Himachal Pradesh,2024-03-18,645,10122,21320,185,385789,832970,4,2024,3,1,12,False,False,0,0,521
Himachal Pradesh,2024-03-25,303,5276,7866,198,855778,590772,6,2024,3,1,13,True,True,0,0,591
Himachal Pradesh,2024-04-01,497,16728,38234,168,1112355,443148,14,2024,4,2,14,False,False,0,0,524
Himachal Pradesh,2024-04-08,829,1238,47726,185,668394,753067,6,2024,4,2,15,False,False,0,0,508
Himachal Pradesh,2024-04-15,1238,10670,38257,55,935929,542916,4,2024,4,2,16,False,False,0,0,458
Himachal Pradesh,2024-04-22,1213,21582,64728,117,180411,941791,14,2024,4,2,17,False,False,0,0,496
Himachal Pradesh,2024-04-29,391,9761,41522,147,758070,576477,8,2024,4,2,18,True,False,0,0,550
Himachal Pradesh,2024-05-06,987,15397,35707,134,142893,248339,9,2024,5,2,19,False,False,0,0,527
Himachal Pradesh,2024-05-13,267,12078,7817,254,236519,576595,8,2024,5,2,20,False,False,0,0,471
Himachal Pradesh,2024-05-20,981,5586,38809,251,836435,775822,10,2024,5,2,21,False,False,0,0,490
Himachal Pradesh,2024-05-27,578,7740,14786,208,325033,245612,4,2024,5,2,22,True,False,0,0,536
Himachal Pradesh,2024-06-03,709,12041,49044,125,103289,235278,12,2024,6,2,23,False,False,0,0,469
Himachal Pradesh,2024-06-10,1033,3278,14329,55,291250,611083,6,2024,6,2,24,False,False,0,0,461
Himachal Pradesh,2024-06-17,679,9771,60252,218,1075124,880724,9,2024,6,2,25,False,False,0,0,510
Himachal Pradesh,2024-06-24,1142,9770,23006,248,829568,360553,3,2024,6,2,26,True,True,0,0,607
Himachal Pradesh,2024-07-01,810,18549,31133,157,558973,523465,1,2024,7,3,27,False,False,0,0,531
Himachal Pradesh,2024-07-08,1373,3688,13326,235,1339866,663649,9,2024,7,3,28,False,False,0,0,556
Himachal Pradesh,2024-07-15,937,18712,17378,259,564193,671691,3,2024,7,3,29,False,False,0,0,524
Himachal Pradesh,2024-07-22,523,9678,61190,170,1212956,181830,15,2024,7,3,30,False,False,0,0,531
Himachal Pradesh,2024-07-29,1103,14713,21875,92,510340,417862,15,2024,7,3,31,True,False,0,0,613
Himachal Pradesh,2024-08-05,658,12740,35998,48,88332,984433,6,2024,8,3,32,False,False,1,1,535
Himachal Pradesh,2024-08-12,811,7365,64854,218,200532,884550,5,2024,8,3,33,False,False,1,1,489
Himachal Pradesh,2024-08-19,330,20551,42812,173,416319,774353,8,2024,8,3,34,False,False,1,1,506
Himachal Pradesh,2024-08-26,309,5790,6964,79,301276,66912,3,2024,8,3,35,True,False,1,1,530
Himachal Pradesh,2024-09-02,860,1856,26421,56,262579,438719,14,2024,9,3,36,False,False,0,0,502
Himachal Pradesh,2024-09-09,390,16777,28230,268,561018,92401,2,2024,9,3,37,False,False,0,0,468
Himachal Pradesh,2024-09-16,1372,14088,21416,117,1342894,329078,8,2024,9,3,38,False,False,0,0,545
Himachal Pradesh,2024-09-23,1200,19712,19256,119,319664,862197,3,2024,9,3,39,False,False,0,0,516
Himachal Pradesh,2024-09-30,1013,10666,35395,189,366005,410860,14,2024,9,3,40,True,True,0,0,598
Himachal Pradesh,2024-10-07,1054,1451,27625,128,1368686,203343,3,2024,10,4,41,False,False,1,1,552
Himachal Pradesh,2024-10-14,885,1522,22530,255,320733,726262,7,2024,10,4,42,False,False,1,1,513
Himachal Pradesh,2024-10-21,237,10155,29839,201,1150867,762042,14,2024,10,4,43,False,False,1,1,504
Himachal Pradesh,2024-10-28,639,6315,25568,126,874555,664016,7,2024,10,4,44,True,False,1,1,542
Himachal Pradesh,2024-11-04,765,20373,18490,105,1279535,809324,3,2024,11,4,45,False,False,1,1,475
Himachal Pradesh,2024-11-11,1272,3576,32289,243,789166,708179,3,2024,11,4,46,False,False,1,1,490
Himachal Pradesh,2024-11-18,430,19509,62445,180,838391,644400,10,2024,11,4,47,False,False,1,1,545
Himachal Pradesh,2024-11-25,766,5630,35553,256,353123,884993,2,2024,11,4,48,True,False,1,1,544
Himachal Pradesh,2024-12-02,581,3595,41209,123,813902,350624,6,2024,12,4,49,False,False,1,1,552
Himachal Pradesh,2024-12-09,327,6838,65034,48,939881,475655,10,2024,12,4,50,False,False,1,1,559
Himachal Pradesh,2024-12-16,289,4112,42198,251,1357644,576675,7,2024,12,4,51,False,False,1,1,562
Himachal Pradesh,2024-12-23,607,9487,18156,99,183049,677367,13,2024,12,4,52,False,False,1,1,573
Himachal Pradesh,2024-12-30,264,8006,28945,239,261905,494745,11,2024,12,4,1,True,True,1,1,696
Himachal Pradesh,2025-01-06,245,12157,34459,207,80566,461666,2,2025,1,1,2,False,False,1,1,585
Himachal Pradesh,2025-01-13,589,12324,33646,97,1098386,200395,13,2025,1,1,3,False,False,1,1,491
Himachal Pradesh,2025-01-20,409,1120,13609,218,163787,647640,15,2025,1,1,4,False,False,1,1,526
Himachal Pradesh,2025-01-27,836,3709,10919,62,1263435,160958,3,2025,1,1,5,True,False,1,1,522
Himachal Pradesh,2025-02-03,185,4483,25960,134,536626,493183,6,2025,2,1,6,False,False,0,0,514
Himachal Pradesh,2025-02-10,530,5169,60718,126,435627,430897,7,2025,2,1,7,False,False,0,0,474
Himachal Pradesh,2025-02-17,713,3055,48586,195,1342022,778724,7,2025,2,1,8,False,False,0,0,523
Himachal Pradesh,2025-02-24,1330,7675,56250,167,1005887,494827,8,2025,2,1,9,True,False,0,0,564
Himachal Pradesh,2025-03-03,932,12588,15146,185,777366,48975,14,2025,3,1,10,False,False,0,0,553
Himachal Pradesh,2025-03-10,1230,7555,29919,154,1228425,522690,11,2025,3,1,11,False,False,0,0,486
Himachal Pradesh,2025-03-17,580,7977,40211,215,1051238,248062,14,2025,3,1,12,False,False,0,0,523
Himachal Pradesh,2025-03-24,708,10913,31153,80,896456,403520,6,2025,3,1,13,False,False,0,0,519
Himachal Pradesh,2025-03-31,673,12561,30068,210,479374,324430,9,2025,3,1,14,True,True,0,0,574
Himachal Pradesh,2025-04-07,1239,8017,26563,55,1356653,201614,2,2025,4,2,15,False,False,0,0,516
Himachal Pradesh,2025-04-14,1326,5735,7576,63,1004527,938343,5,2025,4,2,16,False,False,0,0,508
Himachal Pradesh,2025-04-21,1329,9655,57204,211,1303221,283870,9,2025,4,2,17,False,False,0,0,516
Himachal Pradesh,2025-04-28,1075,1606,61877,80,1330359,523665,3,2025,4,2,18,True,False,0,0,527
Himachal Pradesh,2025-05-05,773,11394,9379,222,780027,827414,15,2025,5,2,19,False,False,0,0,523
Himachal Pradesh,2025-05-12,819,20774,29877,74,527244,388676,4,2025,5,2,20,False,False,0,0,542
Himachal Pradesh,2025-05-19,1351,9416,36298,77,1305276,930678,3,2025,5,2,21,False,False,0,0,536
Himachal Pradesh,2025-05-26,509,3363,52690,259,1373758,426479,13,2025,5,2,22,True,False,0,0,471
Himachal Pradesh,2025-06-02,584,15877,65183,84,215997,939660,2,2025,6,2,23,False,False,0,0,474
Himachal Pradesh,2025-06-09,1250,3751,30044,255,897701,471423,6,2025,6,2,24,False,False,0,0,482
Himachal Pradesh,2025-06-16,632,5146,50534,124,850215,57647,3,2025,6,2,25,False,False,0,0,440
Himachal Pradesh,2025-06-23,449,4162,62141,228,1043141,864967,12,2025,6,2,26,False,False,0,0,484
Himachal Pradesh,2025-06-30,843,19569,55546,261,1342561,861383,14,2025,6,2,27,True,True,0,0,637
Himachal Pradesh,2025-07-07,558,21608,22292,70,387860,954369,3,2025,7,3,28,False,False,0,0,517
Himachal Pradesh,2025-07-14,1243,13005,54757,120,1342974,161220,7,2025,7,3,29,False,False,0,0,512
Himachal Pradesh,2025-07-21,1265,14009,29793,176,903879,842580,8,2025,7,3,30,False,False,0,0,481
Himachal Pradesh,2025-07-28,535,14590,5479,244,163908,367147,12,2025,7,3,31,True,False,0,0,506
Himachal Pradesh,2025-08-04,805,13855,51146,86,729528,840207,6,2025,8,3,32,False,False,1,1,539
Himachal Pradesh,2025-08-11,1355,12471,55860,86,231180,955487,9,2025,8,3,33,False,False,1,1,501
Himachal Pradesh,2025-08-18,1063,21722,25570,129,1317451,232268,8,2025,8,3,34,False,False,1,1,512
Himachal Pradesh,2025-08-25,425,16422,32177,91,1062432,395181,1,2025,8,3,35,True,False,1,1,470
Himachal Pradesh,2025-09-01,880,2948,26844,105,1249171,298169,9,2025,9,3,36,False,False,0,0,535
Himachal Pradesh,2025-09-08,915,9291,11608,73,850341,332184,9,2025,9,3,37,False,False,0,0,528
Himachal Pradesh,2025-09-15,955,21467,65681,235,578607,607862,16,2025,9,3,38,False,False,0,0,513
Himachal Pradesh,2025-09-22,195,9536,5792,228,620432,434188,8,2025,9,3,39,False,False,0,0,522
Himachal Pradesh,2025-09-29,526,5363,38625,77,1304868,664706,15,2025,9,3,40,True,True,0,0,587
Himachal Pradesh,2025-10-06,1199,19251,5319,167,255068,681969,6,2025,10,4,41,False,False,1,1,561
Himachal Pradesh,2025-10-13,457,14122,46866,193,1222953,235759,12,2025,10,4,42,False,False,1,1,518
Himachal Pradesh,2025-10-20,527,12857,59892,189,612054,85553,15,2025,10,4,43,False,False,1,1,509
Himachal Pradesh,2025-10-27,554,9879,44037,271,834306,749982,3,2025,10,4,44,True,False,1,1,513
Himachal Pradesh,2025-11-03,379,3699,41740,191,935422,215784,9,2025,11,4,45,False,False,1,1,491
Himachal Pradesh,2025-11-10,353,9124,55400,202,163395,233165,15,2025,11,4,46,False,False,1,1,522
Himachal Pradesh,2025-11-17,584,10243,64413,51,251263,612875,9,2025,11,4,47,False,False,1,1,518
Himachal Pradesh,2025-11-24,1223,20563,57488,62,267242,292807,14,2025,11,4,48,True,False,1,1,555
Himachal Pradesh,2025-12-01,166,7521,18655,187,1082850,223497,7,2025,12,4,49,False,False,1,1,573
Himachal Pradesh,2025-12-08,507,4218,39096,254,156473,334228,14,2025,12,4,50,False,False,1,1,598
Himachal Pradesh,2025-12-15,238,10035,54838,135,861382,538405,11,2025,12,4,51,False,False,1,1,583
Himachal Pradesh,2025-12-22,844,21938,22544,192,197550,844308,8,2025,12,4,52,False,False,1,1,640
Himachal Pradesh,2025-12-29,468,11178,45992,92,1068518,979292,4,2025,12,4,1,True,True,1,1,684
Jharkhand,2023-01-02,1634,13125,8442,217,1955748,1071348,4,2023,1,1,1,False,False,1,1,466
Jharkhand,2023-01-09,1269,21873,85009,316,874919,1300844,8,2023,1,1,2,False,False,1,1,644
Jharkhand,2023-01-16,1620,21323,61450,285,487360,794223,18,2023,1,1,3,False,False,1,1,663
Jharkhand,2023-01-23,1357,10698,72983,102,934182,625860,12,2023,1,1,4,False,False,1,1,744
Jharkhand,2023-01-30,1011,31024,80362,360,1406440,1191975,10,2023,1,1,5,True,False,1,1,776
Jharkhand,2023-02-06,1755,19625,26002,376,1476524,480089,12,2023,2,1,6,False,False,0,0,752
Jharkhand,2023-02-13,1078,3350,46768,224,1302134,1182589,8,2023,2,1,7,False,False,0,0,717
Jharkhand,2023-02-20,1912,13990,83334,178,1197424,1437520,20,2023,2,1,8,False,False,0,0,707
Jharkhand,2023-02-27,1991,29655,21157,242,1291798,600410,10,2023,2,1,9,True,False,0,0,734
Jharkhand,2023-03-06,1276,13557,80092,333,497303,935584,12,2023,3,1,10,False,False,0,0,724
Jharkhand,2023-03-13,1427,18861,32212,216,476871,1139257,14,2023,3,1,11,False,False,0,0,747
Jharkhand,2023-03-20,689,20224,57965,73,1867280,1142101,16,2023,3,1,12,False,False,0,0,726
Jharkhand,2023-03-27,1674,23013,52095,88,1192345,347789,8,2023,3,1,13,True,True,0,0,832
Jharkhand,2023-04-03,1422,28118,67909,336,1733470,1388543,3,2023,4,2,14,False,False,0,0,757
Jharkhand,2023-04-10,1828,6135,81367,328,1281033,756443,17,2023,4,2,15,False,False,0,0,746
Jharkhand,2023-04-17,709,17308,37668,324,954131,121500,14,2023,4,2,16,False,False,0,0,737
Jharkhand,2023-04-24,1626,17815,21788,106,1175178,226700,16,2023,4,2,17,True,False,0,0,773
Jharkhand,2023-05-01,1068,6232,44285,120,1408084,1065172,13,2023,5,2,18,False,False,0,0,722
Jharkhand,2023-05-08,565,22075,61248,196,437432,651268,12,2023,5,2,19,False,False,0,0,687
Jharkhand,2023-05-15,540,5191,73640,141,967248,212538,23,2023,5,2,20,False,False,0,0,682
Jharkhand,2023-05-22,1229,15469,73902,193,1468276,780023,2,2023,5,2,21,False,False,0,0,648
Jharkhand,2023-05-29,802,11639,36860,252,247131,888973,3,2023,5,2,22,True,False,0,0,709
Jharkhand,2023-06-05,419,6311,90270,157,220626,173967,23,2023,6,2,23,False,False,0,0,708
Jharkhand,2023-06-12,992,26598,13851,104,387372,545746,21,2023,6,2,24,False,False,0,0,700
Jharkhand,2023-06-19,1389,9020,16856,199,1215104,700555,10,2023,6,2,25,False,False,0,0,629
Jharkhand,2023-06-26,801,9359,8619,307,537792,1137740,13,2023,6,2,26,True,True,0,0,787
Jharkhand,2023-07-03,1921,27573,89404,272,917617,960698,12,2023,7,3,27,False,False,0,0,761
Jharkhand,2023-07-10,1612,28272,22538,172,336914,183739,24,2023,7,3,28,False,False,0,0,714
Jharkhand,2023-07-17,1142,2647,60291,168,560550,908985,12,2023,7,3,29,False,False,0,0,718
Jharkhand,2023-07-24,1885,10047,79240,260,114116,1305896,19,2023,7,3,30,False,False,0,0,679
Jharkhand,2023-07-31,1001,23149,75096,121,1630187,138790,9,2023,7,3,31,True,False,0,0,764
Jharkhand,2023-08-07,485,25256,91416,344,975737,1421611,10,2023,8,3,32,False,False,1,1,719
Jharkhand,2023-08-14,302,31981,11217,356,417713,195187,16,2023,8,3,33,False,False,1,1,718
Jharkhand,2023-08-21,1891,18461,42873,72,1090349,920784,10,2023,8,3,34,False,False,1,1,765
Jharkhand,2023-08-28,1929,1827,51751,390,1871325,547466,1,2023,8,3,35,True,False,1,1,784
Jharkhand,2023-09-04,1541,28158,68775,71,1663639,1069569,5,2023,9,3,36,False,False,0,0,711
Jharkhand,2023-09-11,420,6495,62188,218,1778364,1223536,21,2023,9,3,37,False,False,0,0,695
Jharkhand,2023-09-18,756,5272,56571,288,859528,1236158,9,2023,9,3,38,False,False,0,0,691
Jharkhand,2023-09-25,312,22094,33892,173,772328,1260784,3,2023,9,3,39,True,True,0,0,843
Jharkhand,2023-10-02,329,19956,15940,132,687118,1187162,23,2023,10,4,40,False,False,1,1,755
Jharkhand,2023-10-09,672,3423,45076,79,665893,490027,24,2023,10,4,41,False,False,1,1,719
Jharkhand,2023-10-16,1247,6745,29664,308,1845806,704252,12,2023,10,4,42,False,False,1,1,748
Jharkhand,2023-10-23,355,19529,56064,76,343974,1053196,16,2023,10,4,43,False,False,1,1,719
Jharkhand,2023-10-30,1973,9362,77822,226,1714780,295684,18,2023,10,4,44,True,False,1,1,807
Jharkhand,2023-11-06,1040,22393,55908,196,1839349,858489,2,2023,11,4,45,False,False,1,1,733
Jharkhand,2023-11-13,704,14117,58640,389,1700561,793572,8,2023,11,4,46,False,False,1,1,751
Jharkhand,2023-11-20,1148,19480,10150,376,1284861,1417189,14,2023,11,4,47,False,False,1,1,729
Jharkhand,2023-11-27,1631,16038,64160,339,1722840,132412,13,2023,11,4,48,True,False,1,1,773
Jharkhand,2023-12-04,789,12701,45777,309,141024,194229,8,2023,12,4,49,False,False,1,1,779
Jharkhand,2023-12-11,323,12008,17483,246,1649146,105418,1,2023,12,4,50,False,False,1,1,763
Jharkhand,2023-12-18,329,22797,25557,181,1061119,817884,23,2023,12,4,51,False,False,1,1,814
Jharkhand,2023-12-25,1740,17237,76355,120,1920180,821855,15,2023,12,4,52,True,True,1,1,1015
Jharkhand,2024-01-01,436,19666,88536,389,244733,879332,18,2024,1,1,1,False,False,1,1,818
Jharkhand,2024-01-08,1358,19150,51892,193,1865705,397128,11,2024,1,1,2,False,False,1,1,712
Jharkhand,2024-01-15,916,7912,93901,208,1181601,487352,12,2024,1,1,3,False,False,1,1,672
Jharkhand,2024-01-22,1608,29362,22531,111,279399,637601,11,2024,1,1,4,False,False,1,1,656
Jharkhand,2024-01-29,346,18719,33248,156,1057206,128607,11,2024,1,1,5,True,False,1,1,675
Jharkhand,2024-02-05,1820,23429,89734,277,151268,1099410,16,2024,2,1,6,False,False,0,0,698
Jharkhand,2024-02-12,1468,28410,22096,207,239064,135695,24,2024,2,1,7,False,False,0,0,737
Jharkhand,2024-02-19,1030,29711,65480,260,1100868,981649,19,2024,2,1,8,False,False,0,0,722
Jharkhand,2024-02-26,604,21872,26067,135,1646452,688178,16,2024,2,1,9,True,False,0,0,693
Jharkhand,2024-03-04,1960,25528,36073,91,287744,1438380,1,2024,3,1,10,False,False,0,0,684
Jharkhand,2024-03-11,771,15942,49206,361,583648,1016844,12,2024,3,1,11,False,False,0,0,690
Jharkhand,2024-03-18,1103,24028,38655,208,831347,718334,23,2024,3,1,12,False,False,0,0,757
Jharkhand,2024-03-25,933,11376,84756,185,1119650,1027442,10,2024,3,1,13,True,True,0,0,836
Jharkhand,2024-04-01,645,23238,93562,160,81389,225363,13,2024,4,2,14,False,False,0,0,740
Jharkhand,2024-04-08,972,4210,51203,285,1306954,313014,8,2024,4,2,15,False,False,0,0,755
Jharkhand,2024-04-15,506,29394,53459,253,1035919,750560,5,2024,4,2,16,False,False,0,0,723
Jharkhand,2024-04-22,242,9036,11362,194,1927624,1244569,17,2024,4,2,17,False,False,0,0,726
Jharkhand,2024-04-29,750,21560,27384,376,658562,1192424,8,2024,4,2,18,True,False,0,0,746
Jharkhand,2024-05-06,436,1940,9973,367,1028118,582975,15,2024,5,2,19,False,False,0,0,728
Jharkhand,2024-05-13,969,6333,83156,130,236700,454328,15,2024,5,2,20,False,False,0,0,734
Jharkhand,2024-05-20,1758,31593,26774,280,1841246,1390970,20,2024,5,2,21,False,False,0,0,700
Jharkhand,2024-05-27,525,26934,36920,389,1681041,842026,23,2024,5,2,22,True,False,0,0,768
Jharkhand,2024-06-03,241,8363,81912,228,761325,226587,14,2024,6,2,23,False,False,0,0,696
Jharkhand,2024-06-10,435,5577,70311,73,964132,373504,2,2024,6,2,24,False,False,0,0,700
Jharkhand,2024-06-17,1134,26372,62084,108,1726280,1214961,14,2024,6,2,25,False,False,0,0,706
Jharkhand,2024-06-24,723,31701,9846,288,647184,1299971,21,2024,6,2,26,True,True,0,0,841
Jharkhand,2024-07-01,1101,6726,56840,367,532786,1313873,12,2024,7,3,27,False,False,0,0,753
Jharkhand,2024-07-08,291,21784,56656,107,544580,73521,14,2024,7,3,28,False,False,0,0,707
Jharkhand,2024-07-15,826,10221,34979,248,1438361,1196001,19,2024,7,3,29,False,False,0,0,683
Jharkhand,2024-07-22,961,24229,73145,231,485248,218058,11,2024,7,3,30,False,False,0,0,688
Jharkhand,2024-07-29,999,14315,89676,160,250134,1176965,11,2024,7,3,31,True,False,0,0,704
Jharkhand,2024-08-05,1210,5410,29609,276,397667,1276937,12,2024,8,3,32,False,False,1,1,711
Jharkhand,2024-08-12,1614,11461,36073,359,1973216,561162,20,2024,8,3,33,False,False,1,1,683
Jharkhand,2024-08-19,1062,17974,35280,144,1755872,330416,12,2024,8,3,34,False,False,1,1,715
Jharkhand,2024-08-26,1720,25870,81211,81,1911558,1045560,8,2024,8,3,35,True,False,1,1,710
Jharkhand,2024-09-02,1172,2239,13368,184,612422,158174,15,2024,9,3,36,False,False,0,0,692
Jharkhand,2024-09-09,698,30714,86673,169,929050,861180,17,2024,9,3,37,False,False,0,0,687
Jharkhand,2024-09-16,643,21348,75843,308,1022278,520239,22,2024,9,3,38,False,False,0,0,738
Jharkhand,2024-09-23,807,28209,49707,244,1085956,648083,21,2024,9,3,39,False,False,0,0,731
Jharkhand,2024-09-30,1292,29873,58683,69,131471,1200090,19,2024,9,3,40,True,True,0,0,863
Jharkhand,2024-10-07,666,6268,86528,178,1227728,1430522,19,2024,10,4,41,False,False,1,1,778
Jharkhand,2024-10-14,1849,4448,75377,311,154458,617410,12,2024,10,4,42,False,False,1,1,679
Jharkhand,2024-10-21,1084,25211,31201,224,608072,463665,8,2024,10,4,43,False,False,1,1,690
Jharkhand,2024-10-28,1760,7311,10915,252,641324,1212177,14,2024,10,4,44,True,False,1,1,784
Jharkhand,2024-11-04,1442,6097,65396,152,1374985,632486,17,2024,11,4,45,False,False,1,1,738
Jharkhand,2024-11-11,826,15843,19464,171,1801270,338992,13,2024,11,4,46,False,False,1,1,719
Jharkhand,2024-11-18,641,29367,14281,107,1421239,1306336,6,2024,11,4,47,False,False,1,1,717
Jharkhand,2024-11-25,1549,25786,94413,91,916072,1428632,1,2024,11,4,48,True,False,1,1,746
Jharkhand,2024-12-02,821,17343,48864,76,1088147,461675,2,2024,12,4,49,False,False,1,1,715
Jharkhand,2024-12-09,674,7572,64716,273,1063814,281404,11,2024,12,4,50,False,False,1,1,730
Jharkhand,2024-12-16,1877,11825,25872,116,363661,274088,19,2024,12,4,51,False,False,1,1,792
Jharkhand,2024-12-23,1089,22530,15512,256,1918042,887708,19,2024,12,4,52,False,False,1,1,796
Jharkhand,2024-12-30,324,6373,12023,384,1844837,490559,20,2024,12,4,1,True,True,1,1,1019
Jharkhand,2025-01-06,1110,17541,38151,298,540886,921392,17,2025,1,1,2,False,False,1,1,811
Jharkhand,2025-01-13,1051,1958,6733,257,300886,1108812,1,2025,1,1,3,False,False,1,1,683
Jharkhand,2025-01-20,1760,11482,44036,103,396879,71841,21,2025,1,1,4,False,False,1,1,669
Jharkhand,2025-01-27,1492,9137,35497,228,1288010,1247159,23,2025,1,1,5,True,False,1,1,665
